Id,LogSalePrice
1,12.24769911637256
2,12.109016442313738
3,12.317171167298682
4,11.849404844423074
5,12.429220196836384
6,11.870606902224589
7,12.63460628389302
8,12.206077645517674
9,11.774527900858468
10,11.678448377988165
11,11.771443882099636
12,12.75130259456002
13,11.87757552297847
14,12.54076114938842
15,11.964007453736912
16,11.790564777297387
17,11.91170829631447
18,11.407576060361786
19,11.976665770490769
20,11.842236406331557
21,12.692506186542175
22,11.84510995088398
23,12.345838935721968
24,11.774527900858468
25,11.944714374881176
26,12.454107814022272
27,11.811554895830454
28,12.631343648903034
29,12.242891437918386
30,11.134603622683905
31,10.59665973278358
32,11.914054519303123
33,12.100161978566868
34,12.016732516077072
35,12.533579815765735
36,12.6410997921206
37,11.884495917930655
38,11.938199736300923
39,11.599112335481124
40,11.31448672129398
41,11.982935344196433
42,12.04355959836804
43,11.87757552297847
44,11.777218637129328
45,11.856522261533735
46,12.675766851909591
47,12.387089184491993
48,12.428019481065611
49,11.635151947212842
50,11.751950239425476
51,12.08391066125752
52,11.648338835562749
53,11.60824473564232
54,12.861001210669146
55,11.775297421715829
56,12.103491596905933
57,12.058158312538197
58,12.188422799337028
59,12.9917557065369
60,11.73527670248674
61,11.970356641103
62,11.52288569676448
63,12.218500103788145
64,11.849404844423074
65,12.299112067295642
66,12.666660207428574
67,12.100717685412471
68,12.328294703023394
69,11.289794413577894
70,12.323860125621126
71,12.404927602627597
72,11.771443882099636
73,12.128116509451258
74,11.88380602959621
75,11.58432477200052
76,11.418625774449598
77,11.818577604251557
78,11.751950239425476
79,11.824087219587645
80,11.60824473564232
81,12.173037959397275
82,11.941462360646147
83,12.409017571151187
84,11.748005492256809
85,12.034696963475044
86,12.468440756144114
87,12.066816325306588
88,12.010671928196444
89,11.350418300109132
90,11.724813914587886
91,11.60733523953139
92,11.498836682527129
93,12.004574385508691
94,11.804855999911272
95,12.229549885708272
96,12.128116509451258
97,12.273735966890268
98,11.459007676978688
99,11.326607934898927
100,11.7671877662232
101,12.230770136157428
102,12.08954444723597
103,11.68658461118553
104,12.200562492481511
105,12.040614105490253
106,12.429220196836384
107,11.51293546492023
108,11.652696102959752
109,11.652696102959752
110,12.154784614286667
111,11.827013315851762
112,12.100717685412471
113,12.85832230788469
114,12.28765724080691
115,12.466515835145202
116,12.07824495582233
117,11.842236406331557
118,11.951186847493476
119,12.676079399771028
120,12.0075668272517
121,12.100717685412471
122,11.51293546492023
123,11.820417517632333
124,11.944064817531656
125,12.10625783509458
126,11.344518647594766
127,11.759793355371237
128,11.373674891823535
129,11.951186847493476
130,11.918397239722838
131,12.328294703023394
132,12.404927602627597
133,11.9233847480666
134,12.301387370778713
135,12.100717685412471
136,12.066816325306588
137,11.870606902224589
138,12.049424683420916
139,12.345838935721968
140,12.352339472153524
141,11.652696102959752
142,12.468440756144114
143,12.01974909141692
144,12.225880174775122
145,11.736077016252436
146,11.775297421715829
147,11.561725152903833
148,12.312686874960354
149,11.856522261533735
150,11.652696102959752
151,11.711784520403112
152,12.82773188020652
153,12.154784614286667
154,12.367345048436391
155,11.736077016252436
156,11.277215789596893
157,11.603688960617085
158,12.504327379899443
159,12.448630513463613
160,12.676079399771028
161,11.998439434579147
162,12.92999390899636
