model_name,feature,mean_coefficient,std_coefficient,mean_abs_coefficient,positive_fold_count,negative_fold_count,nonzero_fold_count,coefficient_direction
ElasticNet_RobustScaler_baseline,MSZoning__C (all),-0.2733528770684446,0.057990053233764445,0.2733528770684446,0,5,5,negative
ElasticNet_RobustScaler_baseline,Neighborhood__Crawfor,0.10874390754378002,0.00813344870872331,0.10874390754378002,5,0,5,positive
ElasticNet_RobustScaler_baseline,Neighborhood__StoneBr,0.10003359999583838,0.017428078115489087,0.10003359999583838,5,0,5,positive
ElasticNet_RobustScaler_baseline,LivingPlusBasementSF,0.09265571906401171,0.02177611954036089,0.09265571906401171,5,0,5,positive
ElasticNet_RobustScaler_baseline,OverallQual,0.08626050944779445,0.007276215743188732,0.08626050944779445,5,0,5,positive
ElasticNet_RobustScaler_baseline,Neighborhood__NoRidge,0.0762160641878458,0.003575152579940135,0.0762160641878458,5,0,5,positive
ElasticNet_RobustScaler_baseline,GrLivArea,0.07228670723928202,0.02036212401821412,0.07228670723928202,5,0,5,positive
ElasticNet_RobustScaler_baseline,Exterior1st__BrkFace,0.07045951013558062,0.010428652123569382,0.07045951013558062,5,0,5,positive
ElasticNet_RobustScaler_baseline,Condition1__RRAe,-0.06141818514245123,0.022046591978773254,0.06141818514245123,0,5,5,negative
ElasticNet_RobustScaler_baseline,KitchenAbvGr,-0.061119353635017706,0.011402638195318636,0.061119353635017706,0,5,5,negative
ElasticNet_RobustScaler_baseline,KitchenQual__Ex,0.05929396360477638,0.010899895971171162,0.05929396360477638,5,0,5,positive
ElasticNet_RobustScaler_baseline,Heating__Grav,-0.05516080915595707,0.04570511299154054,0.05516080915595707,0,4,4,negative
ElasticNet_RobustScaler_baseline,Neighborhood__BrkSide,0.05107355204323847,0.015203786708949481,0.05107355204323847,5,0,5,positive
ElasticNet_RobustScaler_baseline,RoofMatl__Rare,0.05061203775169465,0.031961292278628234,0.05061203775169465,4,0,4,positive
ElasticNet_RobustScaler_baseline,MSZoning__FV,0.04917666151026948,0.008801403233566487,0.04917666151026948,5,0,5,positive
ElasticNet_RobustScaler_baseline,Neighborhood__Edwards,-0.04709666615529814,0.008146937582831288,0.04709666615529814,0,5,5,negative
ElasticNet_RobustScaler_baseline,BsmtFinSF1,0.04653756335596488,0.007482597074417484,0.04653756335596488,5,0,5,positive
ElasticNet_RobustScaler_baseline,BsmtQual__Ex,0.04553659830594978,0.004297062035716957,0.04553659830594978,5,0,5,positive
ElasticNet_RobustScaler_baseline,TotalSF,0.04281030984530894,0.020849112773062152,0.04281030984530894,5,0,5,positive
ElasticNet_RobustScaler_baseline,Condition1__Norm,0.041660429893824305,0.006306222504349086,0.041660429893824305,5,0,5,positive
ElasticNet_RobustScaler_baseline,PoolQC_Ord,0.04159988313885434,0.018074849973964847,0.04159988313885434,5,0,5,positive
ElasticNet_RobustScaler_baseline,HouseAge,-0.041165731236858814,0.005918575478478644,0.041165731236858814,0,5,5,negative
ElasticNet_RobustScaler_baseline,OverallCond,0.040639716315081065,0.0032346019936600654,0.040639716315081065,5,0,5,positive
ElasticNet_RobustScaler_baseline,SaleCondition__Abnorml,-0.04062749101113501,0.019096785319113976,0.04062749101113501,0,5,5,negative
ElasticNet_RobustScaler_baseline,Foundation__Stone,0.03994384797309246,0.026055542075152833,0.03994384797309246,4,0,4,positive
ElasticNet_RobustScaler_baseline,Neighborhood__NridgHt,0.03939884034177408,0.009399394493453193,0.03939884034177408,5,0,5,positive
ElasticNet_RobustScaler_baseline,Neighborhood__Mitchel,-0.038646276925334955,0.006879208794562602,0.038646276925334955,0,5,5,negative
ElasticNet_RobustScaler_baseline,GarageCond__Fa,-0.037379020927235,0.014022517804586097,0.037379020927235,0,5,5,negative
ElasticNet_RobustScaler_baseline,Functional_Ord,0.03695999831529552,0.00529535626686098,0.03695999831529552,5,0,5,positive
ElasticNet_RobustScaler_baseline,YearBuilt,0.03670523646901199,0.007868508527802506,0.03670523646901199,5,0,5,positive
